,resolution_number,date,size,issue,legislation,outcome,text,contract,acuerdo_marco
3214,0663/2015,2015-07-17,230.2,Exclusion,TRLCSP,Desestimacion,", , Lotes.  Desestimacion.  El recurrente solo ha acreditado la realizacion de distintos suministros, ninguno de los cuales tiene un valor de al menos un 75% del valor del lote ofertado sin IVA, y tampoco ha acreditado realizar al menos dos cuyo valor acumulado alcance el 100% del valor ofertado, tal y como exige el pliego.  No puede considerarse que los distintos suministros se refieran a uno solo porque todos corresponden a distintos pedidos con numeros de facturas distintas, y ademas ello supondria desconocer el valor vinculante del pliego de clausulas administrativas y se vulneraria el principio de igualdad entre los licitadores. ",Suministro,False
3215,0664/2015,2015-07-17,210.62,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Criterios de adjudicacion, definicion y ponderacion.  Aplicacion correcta en la valoracion de las ofertas.  Mejoras. ",Servicios,False
3216,0660/2015,2015-07-17,493.1,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Discrecionalidad tecnica, valoracion correcta. ",Obras,False
3217,0661/2015,2015-07-17,191.75,Exclusion,TRLCSP,Desestimacion, Desestimacion.  Se aprecia inclusion de documentacion del sobre 3 (oferta valorable mediante formulas) en el sobre 2 (oferta sujeta a juicio de valor).  Exclusion correcta. ,Servicios,False
3218,0686/2015,2015-07-17,251.86,Pliegos,TRLCSP,Desestimacion, Desestimacion.  Analisis de clausulas de los pliegos impugnadas. ,Servicios,False
3219,659./2015,2015-07-17,207.72,Pliegos,TRLCSP,Estimacion," Estimacion.  Legitimacion asociacion.  Nulidad parcial de la clausula que exige clasificacion y, ademas, cumulativamente, acreditar la solvencia por los medios del articulo 77 del .  No exigencia de clasificacion en los contratos de suministro. ",Servicios,False
3220,0684/2015,2015-07-17,240.3,Pliegos,TRLCSP,Estimacion Parcial, Estimacion parcial.  Clausulas admitidas: exigencia de subrogacion de vehiculos y material; informacion sobre los vehiculos a subrogar; exigencia del modelo y marca del vehiculo a proporcionar.  Clausulas contrarias a derecho: certificado de calidad sin admitir otros equivalentes; exigencia de acreditacion de solvencia tecnica no incluida en ; identificacion del licitador; exigencia de inclusion de informacion del sobre 4 en el sobre 3. ,Servicios,False
3221,0658/2015,2015-07-17,315.5,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Utilizacion de subcriterios para valorar criterios de adjudicacion subjetivos previamente definidos en el Pliego: conformidad a Derecho (STJCE 24-11-2005 ATI EAC y Viaggi di maio).  Criterios objetivos: interpretacion gramatical.  Economia procesal: desestimacion del recurso aun cuando se aprecia error en la aplicacion de los subcriterios que no afecta al resultado de la licitacion. ,Servicios,False
3222,0657/2015,2015-07-17,135.06,Exclusion,TRLCSP,Estimacion, Estimacion.  Exigencia indebida de requisito de habilitacion no relacionado con el objeto del contrato.  Exclusion incorrecta. ,Servicios,False
3223,0685/2015,2015-07-17,131.3,Pliegos,TRLCSP,Inadmision," Inadmision.  Naturaleza del contrato, contrato de gestion servicios publicos modalidad concierto Vs contrato de servicios.  Concierto.  Contrato de gestion de servicios publicos de duracion superior a 5 años con gastos de primer establecimiento < 500. 000="""" €="""">",Servicios,False
3224,634./2015,2015-07-15,280.43,NaN,,NaN,None,NaN,False
3225,0655/2015,2015-07-10,186.37,Exclusion,TRLCSP,Inadmision," Inadmision, contrato no SARA",Servicios,False
3226,0656/2015,2015-07-10,193.73,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  El recurso se interpone por falta de motivacion e incumplimiento de los pliegos por la adjudicataria.  Se desestima el recurso porque el acuerdo y el informe tecnico al que se remite tienen una fundamentacion adecuada.  No se aprecia incumplimiento del PPT por parte de la adjudicataria.  La recurrente, actual prestadora del servicio, quedo clasificada en tercer lugar; multa por mala fe. ",Servicios,False
3227,0649/2015,2015-07-10,186.32,Exclusion,TRLCSP,Inadmision," Inadmision, contrato no SARA",Suministro,False
3228,0650/2015,2015-07-10,268.1,Adjudicacion,TRLCSP,Inadmision, Inadmision.  Recurso extemporaneo,Servicios,False
3229,0651/2015,2015-07-10,180.65,Adjudicacion,TRLCSP,Inadmision, Inadmision.  Extemporaneidad.  Dies a quo. ,Servicios,False
3230,0652/2015,2015-07-10,172.32,Adjudicacion,TRLCSP,Inadmision," Inadmision, contrato no SARA",Obras,False
3231,0653/2015,2015-07-10,310.04,"Desistimiento, Desierta, Desierto",TRLCSP,Inadmision, Inadmision por presentacion extemporanea: lugar de presentacion del recurso especial: sede del organo de contratacion o del Tribunal.  Computo del plazo de interposicion.  Desistimiento del procedimiento de licitacion: acto de terminacion del procedimiento impugnable equiparado a la adjudicacion.  Motivacion suficiente del desistimiento. ,Servicios,False
3232,0645/2015,2015-07-10,212.1,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Determinacion de las ofertas anormales o desproporcionadas, interpretacion de clausula oscura en sentido favorable a los licitadores",Servicios,False
3233,0642/2015,2015-07-10,234.08,Pliegos,TRLCSP,Inadmision," Inadmision, falta de legitimacion sindicato",Servicios,False
3234,0639/2015,2015-07-10,325.17,NaN,TRLCSP,Desestimacion," Desestimacion.  Motivacion suficiente de la exclusion.  Presentacion de la oferta en Correos y huelga, doctrina JCCA.  Analisis del principio antiformalista y fuerza mayor",Servicios,False
3235,0643/2015,2015-07-10,689.79,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Examen de especificaciones tecnicas no amparadas en la discrecionalidad tecnica.  No procede la exclusion de la empresa adjudicataria por incumplimiento PPT, su oferta se ajusta al pliego",NaN,False
3236,0644/2015,2015-07-10,320.88,Pliegos,TRLCSP,Estimacion Parcial," Estimacion parcial.  Publicidad para las modificaciones en los pliegos, inicio del plazo de presentacion de ofertas.  Ofertas por medios electronicos.  Analisis del criterio de arraigo territorial como condicion de ejecucion del contrato a la luz de los principios de la contratacion publica y de su relacion con el objeto del contrato, doctrina TACRC",Servicios,False
3237,0640/2015,2015-07-10,364.52,Exclusion,TRLCSP,Estimacion," Estimacion.  Clausula del pliego (comercializacion del suministro en el momento de presentar la oferta) que afecta a la concurrencia.  Interpretacion de los pliegos en sentido acorde con la norma, doctrina TACRC",Suministro,True
3238,0638/2015,2015-07-10,223.17,Pliegos,TRLCSP,Inadmision, Inadmision.  Recurso extemporaneo,Suministro,False
3239,0637/2015,2015-07-10,402.56,Adjudicacion,LCSE,Desestimacion," Desestimacion.  Ausencia de motivacion de la notificacion de la adjudicacion, subsanada existe conocimiento del expediente.  Justificacion viabilidad ofertas incursas en presuncion de temeridad, doctrina TACRC, aceptacion de la oferta ajustada a derecho",Servicios,False
3240,0647/2015,2015-07-10,237.33,Pliegos,TRLCSP,Inadmision," Inadmision.  Ve < 207. 000="""" €="""">",Servicios,False
3241,0648/2015,2015-07-10,249.36,Pliegos,,NaN,None,Servicios,False
3242,0654/2015,2015-07-10,389.68,Pliegos,TRLCSP,Estimacion Parcial," Estimacion parcial.  Acumulacion de los recursos.  Legitimacion de las Corporaciones recurrentes.  Admision de una solvencia economica y financiera consistente enun volumen anual de negocios igual o superior al doble del valor estimado de los contratos.  Solvencia tecnica o profesional referida al articulo 78 del , en la redaccion, todavia no vigente, dada por la Ley 27/2013, de 27 de diciembre. ",Servicios,False
3243,0641/2015,2015-07-10,185.86,Adjudicacion,TRLCSP,NaN, Desistimiento expreso del recurrente,Servicios,True
3244,0646/2015,2015-07-10,290.37,Pliegos,TRLCSP,Inadmision, Inadmision.  Analisis de la division del objeto del contrato Vs normas de aplicacion,Servicios,False
3245,0613/2015,2015-07-06,115.53,Exclusion,,NaN,None,Servicios,False
3246,0630/2015,2015-07-06,83.99,Pliegos,,NaN,None,Servicios,False
3247,0628/2015,2015-07-06,231.21,Adjudicacion,TRLCSP,Estimacion," Estimacion.  Diferencia entre la notificacion de la adjudicacion y el acto notificado.  Falta de motivacion de ambos.  Inclusion de certificados de calidad (normas ISO)como criterios de adjudicacion: improcedente, pero no constitutiva de nulidad de pleno derecho, por lo que no procede la anulacion de los pliegos, que no fueron recurridos en tiempo y forma.  Jurisprudencia y doctrinasobre la aplicacion de criterios o subcriterios de valoracion no previstos en los pliegos.  Apreciacion de diversas irregularidades en la valoracion de las ofertas tecnicas que determinan la anulacion del procedimiento de contratacion",Servicios,False
3248,0629/2015,2015-07-06,122.61,Exclusion,TRLCSP,Desestimacion," Desestimacion.  Motivacion suficiente de la notificacion de la exclusion.  Oferta anormal o desproporcionada, justificacion insuficiente de la proposicion.  Exclusion correcta",Servicios,False
3249,0626/2015,2015-07-06,174.41,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  El recurrente entiende que no se ha justificado correctamente la solvencia tecnica del adjudicatario porque no ha prestado servicios similares dentro en 12 meses, dentro de los ultimos tres años; asi como que no ha justificado la experiencia y formacion de los trabajadores.  Tambien entiende que el adjudicatario solo formula la propuesta por un año, y no por los tres en que consiste el contrato.  Y por ultimo, que una de las mejores no se propuso correctamente.  Respecto a la primera cuestion, se han presentado multitud de certificados; uno de ellos para un servicio no identico, pero si similar, y dentro de los ultimos tres años.  En cuanto al personal, es a subrogar, y ademas la documentacion concreta se exige una vez adjudicado el contrato.  La propuesta economica se formula por un año, pero es evidente que el contratista asume y debe asumir el contrato integro.  Y respecto a la mejora, el Órgano de Contratacion asume el error, y resta 10 puntos, lo cual no altera el resultado. ",Servicios,False
3250,0627/2015,2015-07-06,114.49,Exclusion,TRLCSP,Desestimacion," Desestimacion.  Comprobacion de caracteristicas tecnicas, inadmisibilidad de aclaracion de la oferta.  Exclusion correcta. ",Suministro,True
3251,0622/2015,2015-07-06,130.09,Pliegos,TRLCSP,Desestimacion," Desestimacion.  Determinacion del precio, arts.  87. 21 y 302 ",Servicios,True
3252,0623/2015,2015-07-06,131.79,Exclusion,,NaN,None,Servicios,False
3253,0635/2015,2015-07-06,146.4,Exclusion,TRLCSP,Estimacion," Estimacion.  Defectos en documentacion administrativa, subsanacion.  Inclusion de la informacion en sobre 2 (documentacion tecnica).  Exclusion incorrecta",Servicios,False
3254,0636/2015,2015-07-06,80.17,Adjudicacion,TRLCSP,Inadmision, Inadmision.  Plazo y lugar de presentacion del recurso especial.  Recurso extemporaneo,Servicios,False
3255,0624/2015,2015-07-06,192.13,Exclusion,TRLCSP,Desestimacion," Desestimacion.  Incumplimiento de los requisitos de solvencia tecnica o profesional por falta de justificacion de las titulaciones requeridas por el PCAP.  Solvencia y compromiso de adscripcion de medios, doctrina del Tribunal. ",Servicios,False
3256,0625/2015,2015-07-06,117.61,Exclusion,TRLCSP,Desestimacion, Desestimacion.  Notificacion.  Incumplimiento del requerimiento a que se refiere el articulo 151. 2  (el adjudicatario no presenta en plazo la documentacion requerida).  Exclusion correcta,Suministro,False
3257,0618/2015,2015-07-06,194.37,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Acreditacion de la experiencia por el adjudicatario conforme a pliegos.  Oferta anormal o desproporcionada del licitador adjudicatario que el organo de contratacion entiende justificada, oferta viable.  Medios personales y materiales, acreditacion. ",Servicios,False
3258,0619/2015,2015-07-06,148.85,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Pliegos lex contractus.  Criterios de adjudicacion, discrecionalidad tecnica en la valoracion de los aspectos tecnicos y limitacion de su impugnacion a los elementos reglados.  Valoracion correcta de las ofertas",Suministro,False
3259,0620/2015,2015-07-06,167.07,Adjudicacion,LCSE,Estimacion," Estimacion.  Aclaracion de oferta presentada por el adjudicatario que determina su modificacion, doctrina TACRC, procede su exclusion",Servicios,False
3260,0612/2015,2015-07-06,180.01,Pliegos,TRLCSP,Estimacion Parcial, Estimacion parcial.  Clausulas admitidas: precio de licitacion; informacion sobre la plantilla a subrogar; exigencia de subrogacion de vehiculos y material; carrozado de nuevas unidades.  Clausulas contrarias a derecho: identificacion del licitador; mejora (horas) sin tope maximo,Servicios,False
3261,0621/2015,2015-07-06,170.08,Pliegos,TRLCSP,Desestimacion, Desestimacion.  Legitimacion asociacion empresarial.  Admisibilidad de un centro de atencion en un territorio determinado como condicion de ejecucion,Servicios,False
3262,0616/2015,2015-07-06,122.53,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Criterios de adjudicacion, discrecionalidad tecnica.  Valoracion correcta de las ofertas, el recurrente no acredita error o arbitrariedad en la valoracion",Servicios,False
3263,0617/2015,2015-07-06,124.44,Exclusion,TRLCSP,Desestimacion, Desestimacion.  Acreditacionde la solvencia tecnica (experiencia) mediante relacion de trabajos que no se ajustan al objeto del contrato,Suministro,False
3264,0615/2015,2015-07-06,374.57,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Criterios de adjudicacion, mejoras, discrecionalidad tecnica.  Aplicacion correcta en la valoracion de las ofertas, error en un criterio que no afecta a la adjudicacion",Servicios,False
3265,0614/2015,2015-07-06,162.07,Pliegos,TRLCSP,Estimacion Parcial," Estimacion parcial.  Subrogacion de personal (art.  120 ), clausula de subrogacion vs obligacion de informacion.  Precio de licitacion insuficiente para cubrir los costes de personal, doctrina TACRC",Servicios,False
3266,0631/2015,2015-07-06,135.48,Adjudicacion,LCSE,Inadmision," Inadmision.  Contrato excluido del ambito de aplicacion de la , art.  18. 3. j).  Tampoco cabe recurso especial, contrato no sometido a TRLCSP",Servicios,False
3267,0632/2015,2015-07-06,135.39,Adjudicacion,LCSE,Inadmision," Inadmision.  Contrato excluido del ambito de aplicacion de la , art.  18. 3. j).  Tampoco cabe recurso especial, contrato no sometido a TRLCSP",Servicios,False
3268,0633/2015,2015-07-06,132.63,Adjudicacion,LCSE,Inadmision," Inadmision.  Contrato excluido del ambito de aplicacion de la , art.  18. 3. j).  Tampoco cabe recurso especial, contrato no sometido a TRLCSP",Servicios,False
3269,0634/2015,2015-07-06,120.27,Adjudicacion,LCSE,Inadmision," Inadmision.  Contrato excluido del ambito de aplicacion de la , art.  18. 3. j).  Tampoco cabe recurso especial, contrato no sometido a TRLCSP",Servicios,False
3270,0600/2015,2015-07-03,132.36,Pliegos,TRLCSP,Inadmision," Inadmision.  Se recurren los pliegos despues de presentar oferta, actuacion contraria a sus propios actos",Servicios,False
3271,0593/2015,2015-06-29,180.7,Adjudicacion,TRLCSP,Estimacion Parcial," Estimacion parcial.  Solvencia economica del adjudicatario, acreditacion conforme al pliego.  Motivacion insuficiente de la notificacion de la adjudicacion, retroaccion para nueva notificacion",Servicios,False
